DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN DE COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,"PERIODICIDAD DE 
 DIFUSIÓN",ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,OBSERVACIONES,CONSULTADO EN
ERRADICACIÓN DE CULTIVOS ILÍCITOS,COLOMBIA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,MINISTERIO DE JUSTICIA Y DEL DERECHO,REGISTRO ADMINISTRATIVO,Contar con información sobre la cantidad de hectáreas erradicadas o asperjadas de cultivos ilícitos que llevan a cabo las fuerzas armadas y la Unidad Administrativa para la Consolidación Territorial - UACT,,,,Código divipola departamento y municipio*cantidad de hectáreas de cultivos ilícitos*método de erradicación*tipo de cultivos erradicados*año,Hectáreas erradicadas por año*hectáreas erradicadas por tipo de intervención*por tipo de cultivo ilícito*por departamento y municipio,Nacional*Departamental*Municipal,SI,XLS,http://www.minjusticia.gov.co/Portals/0/Ministerio/Sistema-indicadores/Sistema-indicadores/dpcp.html,22/09/2016,Anual,2016,,"Investigadores * Academia * Oficina de la Naciones Unidas Contra la Droga y el Delito - UNODC *
 Sistema Integrado de Monitoreo de Cultivos Ilícitos - SIMCI * Unidad Administrativa para la Consolidación Territorial - UACT * Policía Nacional - PONAL * Ministerio de Justicia y del Derecho - MJD * Ministerio de Defensa Nacional -MDN",,http://www.minjusticia.gov.co
ESATDÍSTICAS DEL REGISTRO NACIONAL PALMICULTOR,COLOMBIA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SOCIEDAD CIVIL,FEDERACIÓN NACIONAL DE CULTIVADORES DE PALMA DE ACEITE (FEDEPALMA),REGISTRO ADMINISTRATIVO,Identificar la ubicación y área sembrada de palma de los palmicultores registrados,,,,Área sembrada*ubicación,Área sembrada nacional de los palmeros registrados nacional y por zonas,Nacional*Departamental*Municipal,SI,XLS,http://sispa4.fedepalma.org:8080/SispaRepo/default.aspx?Control=Reportes%2frep_areadesarrolloproduccion&Sec=2&IsDlg=1,06/09/2016,Anual,2016,,Internos: Usuarios Federación Nacional de Cultivadores de Palma y Corporación Centro de Investigación en Palma de Aceite Cenipalma.,,http://web.fedepalma.org/
ESCENARIOS DEL PLAN DE ABASTECIMIENTO DE COMBUSTIBLES LÍQUIDOS,COLOMBIA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,UNIDAD DE PLANEACION MINERO ENERGÉTICA (UPME),MÚLTIPLES FUENTES,"Proyectar la oferta de combustibles líquidos necesaria, para un adecuado abastecimiento en el país.",,,,"Capacidad de almacenamiento*Capacidad de transporte*Costos de poliductos*Costos de transporte terreste* marítimo y fluvial""*Costos indicativos de infraestructura (loops y bombeo)*Preciosnes en poliductos y bacheo tipico*Exportaciones de combustibles líquidos*Producción",Consumo de combustible líquidos y Gas Natural agregado por planta o nodo según el caso (Series de tiempo)*Emisiones atmosféricas relacionadas con el tipo de combustible usado (Series de tiempo)*Evolución de la Confiabilidad de abastecimiento de combustibles líquidos y gas Natural (Series de tiempo)*Probabilidad de expansión de cobertura de gas combustible*Probabilidad de producción por campo a de gas natural a nivel nacional (Series de tiempo),Nacional,SI,PDF,http://www.upme.gov.co/SeccionHidrocarburos_sp/Publicaciones/2016/Avance_Combustibles_Liquidos_Abril_2016.pdf,28/09/2016,Anual,2016,,Publico en general ( Academia * Entidades Públicas y Privadas,,http://www.upme.gov.co
ESCENARIOS DEL PLAN DE EXPANSIÓN DE REFERENCIA GENERACIÓN-TRANSMISIÓN,COLOMBIA,7 ENERGÍA ASEQUIBLE Y NO CONTAMINANTE,,SECTOR PÚBLICO,UNIDAD DE PLANEACION MINERO ENERGÉTICA (UPME),MÚLTIPLES FUENTES,"Proyectar la oferta de energía eléctrica necesaria, para un adecuado abastecimiento de energía en el país y excedentes para exportación",,,,"Proyección de precios de Gas Natural Mensual*Proyección de precios de Combustibles líquidos*Mensual*Proyección de precios de Carbón Mineral, Mensual*Proyectos de construcción y expansión definida por el mecanismo del Cargo por Confiabilidad*Información histórica caudales aportantes a las plantas del SIN*Mensual",Proyecciones de la generación eléctrica agregada por recurso y por planta (Series de tiempo)*Proyección del costo marginal de la demanda (Series de tiempo).Proyección del consumo de combustible agregado por recurso y por planta (Series de tiempo)*Proyección de las emisiones de CO2 (Series de tiempo)*Evolución de la Confiabilidad Energética (Series de tiempo)*Proyección de los intercambios de energía con nuestros países vecinos y áreas del SIN colombiano (Series de tiempo).,Nacional*Regional,SI,PDF,http://www.upme.gov.co/Docs/Plan_Expansion/2016/Plan_Expansion_GT_2015-2029/Plan_GT_2015-2029_VF_22-12-2015.pdf,28/09/2016,Anual,2015,,Publico en general (Academia * Entidades Públicas y Privadas),,http://www.upme.gov.co
ESCENARIOS DEL PLAN INDICATIVO DE ABASTECIMIENTO DE GAS NATURAL,COLOMBIA,7 ENERGÍA ASEQUIBLE Y NO CONTAMINANTE,,SECTOR PÚBLICO,UNIDAD DE PLANEACION MINERO ENERGÉTICA (UPME),MÚLTIPLES FUENTES,"Proyectar la oferta de gas natural necesaria, para un adecuado abastecimiento en el país.",,,,Producción*Consumos históricos*Actualización de capacidades de gasoductos*Distribución de Campos (conexiones)*Costos indicativos de infraestructura*compresión y loops,Consumo de combustible líquidos y Gas Natural agregado por planta o nodo según el caso (Series de tiempo)*Emisiones atmosféricas relacionadas con el tipo de combustible usado (Series de tiempo)*Evolución de la Confiabilidad de abastecimiento de combustibles líquidos y gas Natural (Series de tiempo)*Probabilidad de expansión de cobertura de gas combustible*Probabilidad de producción por campo a de gas natural a nivel nacional (Series de tiempo),Nacional,SI,PDF,http://www1.upme.gov.co/sites/default/files/Plan_Indicativo_Gas_Natural_2015.pdf,28/09/2016,Anual,2015,,Publico en general ( Academia * Entidades Públicas y Privadas,,http://www.upme.gov.co
ESCENARIOS DEL PLAN INDICATIVO DE EXPANSIÓN DE GAS COMBUSTIBLE,COLOMBIA,7 ENERGÍA ASEQUIBLE Y NO CONTAMINANTE,,SECTOR PÚBLICO,UNIDAD DE PLANEACION MINERO ENERGÉTICA (UPME),MÚLTIPLES FUENTES,"Proyectar la oferta de gas combustible necesaria, para un adecuado abastecimiento en el país.",,,,Costos indicativos de infraestructura (loops y bombeo)*Costos indicativos de distribución y comercialización*Costos transporte Terrestre*Perfiles geográficos,Consumo de combustible líquidos y Gas Natural agregado por planta o nodo según el caso (Series de tiempo)*Emisiones atmosféricas relacionadas con el tipo de combustible usado (Series de tiempo)*Evolución de la Confiabilidad de abastecimiento de combustibles líquidos y gas Natural (Series de tiempo)*Probabilidad de expansión de cobertura de gas combustible*Probabilidad de producción por campo a de gas natural a nivel nacional (Series de tiempo),Nacional,SI,PDF,http://www.upme.gov.co/Docs/Plan_Expansion/2016/Plan_Expansion_GT_2015-2029/Plan_GT_2015-2029_VF_22-12-2015.pdf,28/09/2016,Anual,2015,,Publico en general ( Academia * Entidades Públicas y Privadas,,http://www.upme.gov.co
ESCENARIOS DEL PLAN INDICATIVO DE EXPANSIÓN DE LA COBERTURA (PIEC),COLOMBIA,7 ENERGÍA ASEQUIBLE Y NO CONTAMINANTE,,SECTOR PÚBLICO,UNIDAD DE PLANEACION MINERO ENERGÉTICA (UPME),MÚLTIPLES FUENTES,Estimar los escenarios de las inversiones necesarias para la universalización del servicio de energía eléctrica en el país.,,,,ICEE Cobertura del servicio de energía eléctrica*División político administrativa*Radiación solar*Velocidad del viento*Tarifas de energía*Histórico precios de proyectos que solicitan recursos a fondos estatales,Inversiones públicas*privadas para aumentar el servicio*Metas de cobertura para el periodo del plan*Estimativo del valor total de las inversiones necesarias para lograr la universalización del servicio energía eléctrica en el país,Nacional*Departamental*Municipal,SI,PDF,http://www.siel.gov.co/Siel/Portals/0/Piec/Libro_PIEC.pdf,27/09/2016,Cuatrienal,2013,,Publico en general ( Academia * Entidades Públicas y Privadas),,http://www.upme.gov.co
ESCENARIOS ENERGÉTICOS DE LARGO PLAZO (PLAN ENERGÉTICO NACIONAL),COLOMBIA,7 ENERGÍA ASEQUIBLE Y NO CONTAMINANTE,,SECTOR PÚBLICO,UNIDAD DE PLANEACION MINERO ENERGÉTICA (UPME),MÚLTIPLES FUENTES,Elaborar los escenarios energéticos de largo plazo del Plan Energético Nacional en concordancia con el Plan Nacional de Desarrollo.,,,,"proyecciones de Demanda de Energía Eléctrica, Gas Natural, Combustibles líquidos entre otros- UPME*Potenciales y metas de eficiencia energética - Programa de Uso Racional y Eficiente de Energía y Fuentes No Convencionales en Colombia (PROURE) – UPME*Proyecciones de los precios del ACPM, FUEL OIL, JET, Gas Natural y Carbón para generación eléctrica – UPME*Escenarios del Plan de abastecimiento de combustibles líquidos*Escenarios del Plan indicativo de abastecimiento de Gas Natural*Escenarios del Plan indicativo de expansión de gas combustible*Variables Macroeconómicas como TRM* PIB (Banrep - DANE)*Costos de racionamiento energía eléctrica y gas natural – UPME*Balance Energético Nacional (UPME) Anual",Escenarios de energéticos*Demanda energética final en Colombia (demanda final todos los sectores de consumo)*Demanda energética primaria total en Colombia (energía primaria requerida para transformación para atender la demanda final)*Escenarios de demanda energética total en Colombia por combustible,Nacional,SI,PDF,http://www.upme.gov.co/Docs/PEN/PEN_IdearioEnergetico2050.pdf,27/09/2016,Cuatrienal,2015,,Público en general (Academia * Entidades Públicas y Privadas),,http://www.upme.gov.co
ESCUELAS MUNICIPALES DE MÚSICA,COLOMBIA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,MINISTERIO DE CULTURA,REGISTRO ADMINISTRATIVO,"Producir la información estadística oficial acerca del fortalecimiento y consolidación de las Escuelas Municipales de Música existentes en todo el territorio nacional, a través de su seguimiento y acompañamiento.",,,,Identificación de la escuela*representante legal*ubicación*institucionalidad*infraestructura y dotación*participación*formación y producción,Número de escuelas creadas en el año actual*Número de escuelas creadas en el año anterior*Acumulado de escuelas municipales de música por departamento*Total municipios en el departamento*Escuelas municipales de música en el nivel de operación*Total escuelas municipales de música en el país*Escuelas del nivel de consolidación*Acumulado de escuelas fortalecidas*Acumulado de escuelas que aplican determinada práctica*Total de estudiantes de las escuelas municipales en el año actual*Total de profesores de las escuelas municipales en el año actual*Estudiantes por rango etario en las escuelas municipales en el año actual*Total estudiantes atendidos en el año anterior*Cantidad de docentes por nivel de formación*Inversión acumulada en capital en el departamento*Acumulado de población atendida en el departamento*Número de giras nacionales/internacionales realizadas*Gasto público en personal del año*Gastos en visitas y asesorías en el año*Acumulado de gasto en dotación didáctica*Acumulado de gasto en dotación instrumental.,Nacional*Departamental*Municipal,SI,PDF,http://www.mincultura.gov.co/areas/artes/musica/EstadisticasdeEscuelasMunicipalesdeMusica%E2%80%93EMM/Paginas/default.aspx,21/09/2016,Anual,2014,,presidecia * min interior * min educación departamentos y municipios,,http://www.mincultura.gov.co
"ESPECÍMENES CAPTURADOS PARA ESTUDIOS EPIDEMIOLÓGICOS, BAJO EL MÉTODO M.T.D. (MOSCA TRAMPA DÍA)",COLOMBIA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SECTOR PÚBLICO,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),REGISTRO ADMINISTRATIVO,"Determinar el estatus fitosanitario de la zonas vigiladas del país, por medio de un registro de especímenes capturados (moscas) y los resultados de los análisis de laboratorio",,,,Redes de vigilancia (en predios o rutas)*especie vigilada*tipos de trampa*tipo de atrayente* tipo de vigilancia (nativas y ceratitis y bactrocera),Cifras de densidad en poblaciones de mosca de densidad de adultos y proporción sexual en campos a través de método MTD (Mosca Trampa Día)*Indicador - porcentaje de infestación se calcula dividiendo el número total de frutas infestadas entre el número total de frutas de la muestra y multiplicado por 100,Nacional*Departamental*Municipal,NO,,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),10/10/2016,Trimestral,,,Dependencias del ICA como usuarios internos y como usuarios externos gremios Federacion Nacional de Cefeteros * FENALCE * FINAGRO universidades *Organización Nacional de Protección Fitosanitaria(ONPF) de otros países * Ministerio de Agricultura,,http://www.ica.gov.co
ESTADÍSTICA CADENA LÁCTEA,COLOMBIA,2 HAMBRE CERO,,SOCIEDAD CIVIL,CONCEJO NACIONAL LÁCTEO,REGISTRO ADMINISTRATIVO,"Suministrar información de interés público, tanto a nivel de proveedor como de industria sobre lo que ocurre con el sector lácteo en Colombia, en lo que se refiere al comportamiento y evolución mes a mes de los precios pagados y volúmenes comprados y comercializados. Además, se busca identificar si en el país efectivamente se está cumpliendo con lo estipulado en la Resolución 0017 de 2012 que establece el sistema de pago de la leche cruda.",,,,Volumen acopiado*precio promedio del litro de leche*promedio del contenido de proteínas*grasas y sólidos en la leche*promedio de UFC*precio promedio de los derivados de la leche*inventario de leche en polvo*UHT y queso maduro,Precio Promedio Pagado al Productor por litro de Leche (Nacional*Regional y Detal) *Precios en Planta principales Productos Lácteos *Rangos promedio de Calidad Higiénica y Composicional de la leche *Inventarios Leche en Polvo * Leche UHT y Quesos *Cantidad de Proveedores directos e indirectos de leche cruda *Volumen de Acopio de Leche Cruda,Nacional*Regional*Departamental,SI,PDF*XLS,http://www.cnl.org.co/index.php?option=com_remository&Itemid=108&func=select&id=1992,30/09/2016,Mensual,2016,,Asociación Nacional de Productores e Industriales Lácteos Analac * Federación Colombiana de Ganaderos Fedegan * Asociación Colombiana de Procesadores de la Leche Asoleche * La Federación Colombiana de Cooperativas de Productores de Leche Fedecoleche * Asociación de Industriales de Colombia Andi * Ministerio de comercio * Ministerio de agricultura * Ganaderos * comercializadores * asociaciones de ganaderos * cooperativas y público en general,,http://www.cnl.org.co/index.php?option=com_remository&Itemid=108&func=select&id=1992
ESTADÍSTICA CONSOLIDADA DE GESTIÓN JUDICIAL,COLOMBIA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,CONSEJO SUPERIOR DE LA JUDICATURA (CSJ),REGISTRO ADMINISTRATIVO,Generar estadísticas de control de la gestión judicial y movimiento de procesos para atender las demandas de información estadística de la rama judicial y usuarios en general.,,,,Meses reportados*Movimiento de procesos por jurisdicción (ingresos*egresos*tipos de ingresos y egresos*inventario inicial con trámite*inventario final con trámite*inventario inicial sin trámite*inventario final sin trámite*ingresos efectivos y no efectivos)*oferta y demanda por jurisdicción*índice de evacuación parcial efectivo*cobertura de reporte total,Indicador de demanda del servicio: ingreso efectivo de procesos en el periodo i*Indicador de variación de la demanda: ingreso efectivo de procesos en el periodo i/ingreso efectivo de procesos en el periodo i-1*Indicador de estructura de la demanda judicial: ingreso efectivo de procesos por tipo de proceso en el periodo i /total de procesos efectivamente ingresados en el periodo i *Indicador de producción: egreso efectivo de procesos en el periodo i*Indicador de variación en la producción: egreso efectivo de procesos en el periodo i/egreso efectivo de procesos en el periodo i-1*Indicador de productividad o índice de evacuación parcial efectivo: egreso efectivo de procesos (por cada tipo de procesos)/ingreso efectivo de procesos (por cada tipo de procesos) en el periodo i*Cobertura de reporte: días reportados por cada despacho judicial/ días que debe reportar o hábiles en el año*Los anteriores indicadores se plantean a nivel nacional global y por especialidad.,Nacional,SI,PDF,https://www.dane.gov.co/files/sen/planificacion/planes/CJ2009.pdf,29/09/2016,Anual Trimestral,2009,,"Externos 
 -Departamento Nacional de Planeación * Ministerio de Justicia * Banca Multilateral * Cancilleria.
 ONGs Nacionales e Internacionales 
 Academia 
 USUARIOS INTERNOS 
 -Escuela Judicial Rodrigo Lara Bonilla * area academica.
 - Unidad de Desarrollo y Analisis Estadistico * area reordenamiento y descongestion *
 - Unidad de Administracion de Carrera. area de incentivos
 Unidad de Infraestructura Fisica
 Unidad de Informatica 
 _Sala Administrativa CSJ para toma de decisiones .Plan Nacional de desarrollo",,https://www.dane.gov.co/files/sen/planificacion/planes/CJ2009.pdf
"ESTADÍSTICA DE ADOLESCENTES INFRACTORES DE LA LEY, VINCULADOS A PROCESOS JUDICIALES",COLOMBIA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),REGISTRO ADMINISTRATIVO,"Llevar estadísticas sobre el comportamiento delictivo de los adolescentes, para conocer los delitos de mayor incidencia.",,,,número Adolescentes*Sexo*Edad*Municipio de procedencia*Delito,número de Adolescentes entre 14 y 17 años que ingresan al Sistema de responsabilidad penal adolescente,Nacional*Regional*Departamental*Municipal,SI,PDF,http://www.icbf.gov.co/portal/page/portal/Observatorio1/Boletines/2015/delincuencia_juvenil_web.pdf,29/09/2016,Mensual,2015,,"Departamentoa Administrativo Nacional de Estadística -DANE - ICBF - Instituto Colombiano de Medicina Legal * Ministerio de Educación Nacional * Ministerio de Salud y Protección social * Policia Nacional * Unidad para la Atención y Reparación Integral a las Victimas * Registraduría Nacional del Estado Civil
 comunidad académica y científica * sociedad civil.",,http://www.icbf.gov.co
ESTADÍSTICA DE CONVERSIÓN DE VEHÍCULOS A GAS NATURAL,COLOMBIA,7 ENERGÍA ASEQUIBLE Y NO CONTAMINANTE,,SECTOR PÚBLICO,MINISTERIO DE MINAS Y ENERGÍA,REGISTRO ADMINISTRATIVO,"Llevar la estadística sobre las conversiones de vehículos a Gas Natural según las Metas establecidas en el PND 2014-2018 (2015: 535.506. 2016: 560.451, 2017: 585.395, CUATRENIO: 610.340)",,,,Año*Mes*Ciudad o Municipio*Departamento*Número de conversiones,Número de automotores convertidos a Gas Natural,Departamental,SI,PDF,https://www.minminas.gov.co/estadisticas-conversiones1,23/09/2016,Mensual,ago.-16,,Ministerio de Minas y Energìa * agremiaciones *,,https://www.minminas.gov.co
"ESTADÍSTICA DE LA INVESTIGACIÓN, JUDICIALIZACIÓN Y GESTIÓN DE LA CARGA LABORAL EN LEY 600",COLOMBIA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,FISCALÍA GENERAL DE LA NACIÓN,REGISTRO ADMINISTRATIVO,"Medir el desempeño de la entidad y sus dependencias en la investigación, judicialización y gestión de la carga laboral de los fiscales en ley 600",,,,Entradas*actuaciones*intervinientes*delitos y dependencias,Número de entradas*Número de entradas efectivas*Proporción de entradas por delito*Tasa de apertura de instrucción*Tasa de resolución de acusación*Tasa de condenas*Tasa de sentencias anticipadas*Tasa de inhibitorios*Índice de evacuación marginal*Tasa de conciliaciones*Carga laboral promedio por despacho* Carga de trabajo acumulada*Tasa de variación de la carga de trabajo acumulada,Nacional*Departamental*Municipal,SI,PDF,http://www.fiscalia.gov.co/colombia/wp-content/uploads/Informe-Fiscalia-2013-2014-web_final.pdf,06/09/2016,Anual Mensual Semestral Trimestral,2013-2014,,Departamento Nacional de Planeación * Ministerios de Defensa * Contraloria General de la República * Corporación Excelencia en la Justicia * Consejo Superior de la Judicatura * investigadores y ciudadanos,,http://www.fiscalia.gov.co
"ESTADÍSTICA DE LA INVESTIGACIÓN, JUDICIALIZACIÓN Y GESTIÓN DE LA CARGA LABORAL EN LEY 906",COLOMBIA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,FISCALÍA GENERAL DE LA NACIÓN,REGISTRO ADMINISTRATIVO,"Medir el desempeño de la entidad y sus dependencias en la investigación, judicialización y gestión de la carga laboral de los fiscales en ley 906",,,,Entradas*rupturas procesales*actuaciones*intervinientes*delitos y dependencias,Número de entradas*Número de entradas efectivas*Proporción de entradas por delito*Tasa de imputación*Tasa de escritos de acusación*Tasa de condenas *Tasa de acusación directa*Tasa de archivos*Índice de evacuación marginal*Tasa de conciliaciones*Carga laboral promedio por despacho*Carga de trabajo acumulada* Tasa de variación de la carga de trabajo acumulada,Nacional*Departamental*Municipal,SI,PDF,http://www.fiscalia.gov.co/colombia/wp-content/uploads/Informe-Fiscalia-2013-2014-web_final.pdf,06/09/2016,Anual Mensual Semestral Trimestral,2013-2014,,Departamento Nacional de Planeación * Ministerios de Defensa * Contraloria General de la República * Corporación Excelencia en la Justicia * Consejo Superior de la Judicatura * investigadores y ciudadanos,,http://www.fiscalia.gov.co
"ESTADÍSTICA DE LAS EMPRESAS VIGILADAS DEL SECTOR TRANSPORTE TERRESTRE, FÉRREO, AÉREO, PORTUARIO MARÍTIMO Y FLUVIAL",COLOMBIA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,SUPERINTENDENCIA DE PUERTOS Y TRANSPORTE,REGISTRO ADMINISTRATIVO,"Caracterizar y generar información estadística sobre las empresas que prestan el servicio público de transporte terrestre, férreo, portuario, marítimo, fluvial y aéreo en el país que son objeto de supervisión integral",,,,Identificación de la persona jurídica*estado de la empresa (activo*inactivo)*objeto social* PUC* Preoperativo*número de resolución de habilitación*Tipo vigilado portuario ( marítimo*fluvial)*Tipo vigilado portuario (marítimo*fluvial)*Sociedades Portuarias*Zonas portuarias*Operadores Portuarios*Empresas de transporte fluvial*Tipo de servicio ( público y privado)*Ciudad *Nit de empresa*Resolución Permiso de Operación-Empresa de Transporte Fluvial*Hidrovia (Fluvial),Total de empresas vigiladas por tipo * total de empresas vigiladas por delegada*Relación de concesionarios del sector portuario * sobre el universo de vigilados,Nacional*Área Metropolitana*Departamental*Municipal,NO,,SUPERINTENDENCIA DE PUERTOS Y TRANSPORTE,10/10/2016,Anual Mensual Semestral Trimestral,,,"-ministerio de transporte
 -ministerio de trabajo
 -departamento administrativo nacional de estadistica (dane)
 -superintendencia de puertos y transporte",,http://www.supertransporte.gov.co
ESTADÍSTICA DE MOVIMIENTO DE CARGA POR TRAFICO PORTUARIO EN COLOMBIA,COLOMBIA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,SUPERINTENDENCIA DE PUERTOS Y TRANSPORTE,REGISTRO ADMINISTRATIVO,Generar información estadística relacionada con el movimiento de carga en puertos colombianos y el tráfico portuario registrado en el país,,,,Identificación de la sociedad portuaria*número de identificación tributaria nit*código del puerto*número del puesto de atraque*fecha de arribo de nave*fecha de zarpe*letra de llamada de la nave*número de identificación tributaria nit del naviero*número de identificación tributaria nit del operador*número detalle*clave utilizada por la sociedad portuaria*fecha de la última actualización*número de detalle*código del tráfico*código del tipo de carga*código del grupo*código del producto*código origen destino* código embalaje*unidades en contenedor*código clase de carga*código cargue*código país*código tonelaje,Total toneladas trafico portuario mes y año*Total toneladas trafico portuario por tipo de carga mes y año*Trafico portuaria por zona portuaria y sociedades portuarias*Principales productos importados y exportados*Trafico portuario * según origen destino de la carga*número de arribos por zona portuaria y por sociedad portuaria*Unidad de contenedores por trafico portuario,Nacional,SI,PDF,http://www.supertransporte.gov.co/index.php/2-uncategorised/163-intermediarios-comercio-exterior-movimientos-carga.html,26/09/2016,"Anual 
 mensual",2016,,"agencia nacional de infraestructura (ani)
 cormagdalena
 comision colombiana del oceano
 comisión económica para américa latina y el caribe (cepal)
 camaras de comercio
 secretaria general de la comunidad andina
 ministerio de transporte
 departamento nacional de planeacion (dnp)
 banco de la republica
 consultores
 universidades",,http://www.supertransporte.gov.co
ESTADÍSTICA DE TIEMPOS PROCESALES,COLOMBIA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,CONSEJO SUPERIOR DE LA JUDICATURA (CSJ),ENCUESTA POR MUESTREO,"Generar estadísticas para el seguimiento del tiempo promedio de duración de los procesos judiciales en las jurisdicciones ordinarias y sus especialidades (penal, civil, laboral, familia y de menores; disciplinaria y contencioso administrativo)",,,,Decisión o juzgamiento por sentencia en primera o única instancia*decisión o juzgamiento por sentencia segunda*cantidad de obstáculos*jurisdicción disciplinaria*juzgamiento por sentencia en segunda instancia*sujeto procesal*tipo de despacho y tiempo promedio (días calendario) por(clase de proceso*por etapa procesal*por tipo de proceso*por tipo de terminación del proceso*por jurisdicción y global general,Tiempo Excedente en Gestión:*Tiempos Calendario de tramite procesal por tipo procesal i*Tiempos normativos por tipo procesal i*Variación por periodos del tiempo procesal*Tiempo procesal calendario en el periodo n por tipo procesal i/Tiempo procesal calendario en el periodo n-1 por tipo procesal i,Nacional,SI,PDF,https://www.dane.gov.co/files/sen/planificacion/planes/CJ2009.pdf,29/09/2016,Anual,2009,,"ExternosS 
 -Departamento Nacional de Planeación * Ministerio de Justicia * Banca Multilateral * Cancilleria.
 ONGs Nacionales e Internacionales 
 Academia 
 Internos 
 -Escuela Judicial Rodrigo Lara Bonilla * area academica.
 - Unidad de Desarrollo y Analisis Estadistico * area reordenamiento y descongestion * 
 - Unidad de Administracion de Carrera. area de incentivos
 Unidad de Infraestructura Fisica
 Unidad de Informatica 
 _Sala Administrativa CSJ para toma de decisiones .Plan de Desarrollo",,https://www.dane.gov.co/files/sen/planificacion/planes/CJ2009.pdf
ESTADÍSTICA SOBRE AGREGADOS MONETARIOS,COLOMBIA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,BANCO DE LA REPÚBLICA DE COLOMBIA,REGISTRO ADMINISTRATIVO,"Medir la base monetaria y los medios de pago según su definición ya sea efectivo y depósitos disponibles en bancos comerciales (M1), cuasidineros (M2) o depósitos de más largo plazo y otras obligaciones de las entidades financieras (M3)",,,,Cartera neta*cartera por tipo*efectivo y depósitos disponibles en bancos comerciales (M1)*cuasidineros (M2)*depósitos de más largo plazo y otras obligaciones de las entidades financieras (M3)*reserva bancaria,Agregados Cartera neta*Agregado cartera por tipo*Agregado M1*Agregado M2*Agregado M3*Agregado efectivo*Agregado reserva bancaria,Nacional,SI,XLS,http://www.banrep.gov.co/es/agregados-monetarios-crediticios,23/08/2016,Mensual Semanal,ago.-16,,Ministerio de Hacienda y crédito públicoDNP * público en general,,http://www.banrep.gov.co/
ESTADISTICA SOBRE DENUNCIAS POR POSIBLES VIOLACIONES A LAS NORMAS DE PROTECCIÓN DE COMPETENCIA,COLOMBIA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,REGISTRO ADMINISTRATIVO,Generar estadísticas sobre las denuncias por posible violación de las normas de protección de la competencia,,,,Numero de denuncias que ingresan y se atienden por violación a las normas de practicas comerciales*año de presentación,Número de denuncias por prácticas comerciales restrictivas en preliminar y Número de investigaciones en Prácticas comerciales restrictiva,Nacional,SI,PDF,http://www.sic.gov.co/drupal/sites/default/files/files/Estadisticas_DIC_12_2014.pdf,26/09/2016,Anual Mensual Semestral,2014,,"Abogados estudiantes
 Empresas privadas a nivel de consultas",,http://www.sic.gov.co
ESTADISTICA SOBRE DENUNCIAS Y DEMANDAS POR POSIBLES VIOLACIONES A LAS NORMAS DE PROTECCIÓN AL CONSUMIDOR,COLOMBIA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,REGISTRO ADMINISTRATIVO,"Generar estadísticas sobre las denuncias y demandas por posible violación de derechos como consumidor, usuario o suscriptor",,,,Número de denuncias y demandas que ingresan y se atienden por vioalocion a los derechos del Consumidor y Usuario*año de presentación,Número de Denuncias de protección del consumidor en preliminares*número de denuncias de protección al consumidor en Investigaciones.,Nacional,SI,PDF,http://www.sic.gov.co/drupal/sites/default/files/files/Estadisticas_DIC_12_2014.pdf,26/09/2016,Anual Mensual Semestral,2014,,Abogados estudiantes,,http://www.sic.gov.co
