DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN A LA COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,PERIODICIDAD DE DIFUSIÓN,ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,"CONSULTADO EN 
",OBSERVACIONES
INFORME ANUAL INVERSIÓN DE BECAS POR ZONA GEOGRAFICA 2009,COSTA RICA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,FONDO NACIONAL DE BECAS (FONABE),REGISTRO ADMINISTRATIVO,"Informar a la Presidencia de la República, al Ministerio de Educación, a la Asamblea Legislativa y la opinión pública sobre el valor de la inversión de las becas otorgadas por el Fondo Nacional de Becas 2009",,,,Zona Geográfica * Inversión * Género,"Estadística de la inversión en becas con detalle de recursos otorgados por privincia, cantón y distrito",NACIONAL * PROVINCIA * CANTON * DISTRITO,NO,NA,http://www.fonabe.go.cr/Informacion/Estadisticas/Estadisticas2009/Paginas/Principal.aspx,25/08/2016,NO ESTABLECIDO,2011,,,http://www.fonabe.go.cr/Informacion/Estadisticas,
LISTADO ESCUELAS A LAS QUE SE LES ENTREGA PAQUETES ESCOLARES 2016,COSTA RICA,1 FIN DE LA POBREZA,,SECTOR PÚBLICO,INSTITUTO MIXTO DE AYUDA SOCIAL (IMAS),ENCUESTA POR MUESTREO,Presentar el listado de las escuelas beneficiadas de los paquetes escolares,,,,Escuela * Provincia * Cantón * Distrito * Poblado,Listado escuelas entrega paquetes escolares 2016,NACIONAL*PROVINCIA * DISTRITO* CANTÓN,SI,XLSX,http://www.imas.go.cr/biblioteca/,25/08/2016,NO ESTABLECIDO,2016,,,http://www.imas.go.cr/biblioteca/,
LISTADO ESCUELA ENTREGA PAQUETES ESCOLARES 2016,COSTA RICA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO MIXTO DE AYUDA SOCIAL (IMAS),ENCUESTA POR MUESTREO,Presentar el listado de las escuelas beneficiadas de los paquetes escolares,,,,Escuela * Provincia * Cantón * Distrito * Poblado,Listado escuelas entrega paquetes escolares 2016,NACIONAL*PROVINCIA * DISTRITO* CANTÓN,SI,XLSX,http://www.imas.go.cr/biblioteca/,25/08/2016,NO ESTABLECIDO,2016,,,http://www.imas.go.cr/biblioteca/,
ENCUESTA DE INDICADORES MÚLTIPLES POR CONGLOMERADOS 2011- MONITOREO DE LA NIÑEZ Y LAS MUJERES,COSTA RICA,1 FIN DE LA POBREZA,,ORGANISMOS MULTILATERALES,UNICEF,ENCUESTA POR MUESTREO,"Proporcionar una información actualizada para evaluar la situación de los niños (as) y de las mujeres en Costa Rica. Suministrar los datos necesarios para monitorear el progreso hacia los objetivos establecidos en la Declaración del Milenio y otras metas acordadas internacionalmente, como base para la acción futura. Contribuir a la mejora de los datos y sistemas de monitoreo en Costa Rica y fortalecer los conocimientos técnicos en el diseño, implementación y análisis de dichos sistemas; generar datos sobre la situación de los niños (as) y de las mujeres, incluida la identificación de grupos vulnerables y de las desigualdades, para informar de políticas e intervenciones.",,,,Sexo * Edad * Área * Educación * Etnia * Índice de riqueza * Número de niños * Grado estudio * Certificado de nacimiento * Estado civil * Anticoncepción * Caracteristicas vivienda * Fuente agua * Servicios sanitarios,"Resultados de entrevistas de hogares, mujeres y menores de 5 años * Distribución por sexo y edad en el hogar * Composición del hogar * Características básicas de las mujeres * Características básicas de niños menores de 5 años * Alimentación de pecho inicial * Alimentación con leche materna * Duración de la alimentación de pecho * Frecuencia mínima de comidas * Esquema oficial de vacunación oficial en menores de 6 años. Costa Rica, 2011 * Uso de fuentes de agua mejoradas * Tratamiento de agua en el hogar * Tipo de servicios sanitarios * Agua potable y escalas de higiene * Maternidad temprana * Usos de anticonceptivos * Actitud de aceptación hacia las personas que viven con el VIH / SIDA",NACIONAL * PROVINCIA,NO,NA,UNICEF,26/08/2016,NO ESTABLECIDO,2012,,,http://www.unicef.org/costarica/,
ENCUESTA DE INDICADORES MÚLTIPLES POR CONGLOMERADOS 2011- MONITOREO DE LA NIÑEZ Y LAS MUJERES,COSTA RICA,6 AGUA LIMPIA Y SANEAMIENTO,,ORGANISMOS MULTILATERALES,UNICEF,ENCUESTA POR MUESTREO,"Proporcionar una información actualizada para evaluar la situación de los niños (as) y de las mujeres en Costa Rica. Suministrar los datos necesarios para monitorear el progreso hacia los objetivos establecidos en la Declaración del Milenio y otras metas acordadas internacionalmente, como base para la acción futura. Contribuir a la mejora de los datos y sistemas de monitoreo en Costa Rica y fortalecer los conocimientos técnicos en el diseño, implementación y análisis de dichos sistemas; generar datos sobre la situación de los niños (as) y de las mujeres, incluida la identificación de grupos vulnerables y de las desigualdades, para informar de políticas e intervenciones.",,,,Sexo * Edad * Área * Educación * Etnia * Índice de riqueza * Número de niños * Grado estudio * Certificado de nacimiento * Estado civil * Caracteristicas vivienda * Fuente agua * Servicios sanitarios,"Resultados de entrevistas de hogares, mujeres y menores de 5 años * Distribución por sexo y edad en el hogar * Composición del hogar * Características básicas de las mujeres * Características básicas de niños menores de 5 años * Alimentación de pecho inicial * Alimentación con leche materna * Duración de la alimentación de pecho * Frecuencia mínima de comidas * Esquema oficial de vacunación oficial en menores de 6 años. Costa Rica, 2011 * Uso de fuentes de agua mejoradas * Tratamiento de agua en el hogar * Tipo de servicios sanitarios * Agua potable y escalas de higiene * Maternidad temprana * Usos de anticonceptivos",NACIONAL * PROVINCIA,NO,NA,UNICEF,26/08/2016,NO ESTABLECIDO,2012,,,http://www.unicef.org/costarica/,
SITUACIÓN ACTIVIDAD ARROCERA NACIONAL 2012/2013,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,CORPORACIÓN ARROCERA NACIONAL (CONARROZ),REGISTRO ADMINISTRATIVO,"Mantener actualizada la información Nacional de los principales mercados arroceros, involucrando aspectos de Proceso, producción, consumo, comercio y exportaciones, ya que el arróz es el principal producto de consumo nacional.",,,,Región * Granza * Ha riego * Toneladas * * Consumo * Compras * Ventas * Granza * Arróz pilado * Precocido,"Producción, proceso , comercialización, consumo y exportaciones actividad arrocera en el período 2012/2013",NACIONAL * REGIONES,NO,NA,CORPORACIÓN ARROCERA NACIONAL (CONARROZ),26/07/2016,NO ESTABLECIDO,2015,,,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,
"AREA SEMBRADA EN Ha, CON RIEGO Y EN SECANO, POR REGIÓN EN EL PERÍODO 2009-2010",COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,CORPORACIÓN ARROCERA NACIONAL (CONARROZ),REGISTRO ADMINISTRATIVO,"Mantener actualizada la información Nacional relacionada con área de siembra, riego y secano por región.",,,,Ärea riego * Área total * ärea secano * Región,"Área sembrada bajo riego y secano, por región en el período 2009/2010. En hectáreas",NACIONAL * REGIONES,SI,PDF,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,26/07/2016,NO ESTABLECIDO,2011,,,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,PARA EXTRACCIÓN
CONSUMO DE ARROZ NACIONAL MENSUAL Y PÉRCAPITA PARA LOS PERÍODOS 2005/2006 A 2009/2010 EN TONELADAS MÉTRICAS DE PILADO,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,CORPORACIÓN ARROCERA NACIONAL (CONARROZ),REGISTRO ADMINISTRATIVO,"Mantener actualizada la información Nacional del consumo de arróz y pércapita para el período en estudio, para controlar las existencias ya que es el principal producto de consumo nacional .",,,,Mensual * Nacional * Pércapita,Datos consumo de arróz nacional mensual y pércapita para los períodos 2005/2006 a 2009/2010 en toneladas métricas de pilado,NACIONAL * REGIONES,SI,PDF,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,26/07/2016,NO ESTABLECIDO,2011,,,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,PARA EXTRACCIÓN
CONSUMO DE ARROZ NACIONAL MENSUAL Y PÉRCAPITA PARA LOS PERÍODOS 2005/2006 A 2009/2010 EN TONELADAS MÉTRICAS DE PILADO,COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,CORPORACIÓN ARROCERA NACIONAL (CONARROZ),REGISTRO ADMINISTRATIVO,"Mantener actualizada la información Nacional del consumo de arróz y pércapita para el período en estudio, para controlar las existencias ya que es el principal producto de consumo nacional .",,,,Mensual * Nacional * Pércapita,Datos consumo de arróz nacional mensual y pércapita para los períodos 2005/2006 a 2009/2010 en toneladas métricas de pilado,NACIONAL * REGIONES,SI,PDF,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,26/07/2016,NO ESTABLECIDO,2011,,,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,PARA EXTRACCIÓN
ÁREA SEMBRADA DE ARROZ EN LOS PERÍODOS DE 2005/2006 A 2009/2010,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,CORPORACIÓN ARROCERA NACIONAL (CONARROZ),REGISTRO ADMINISTRATIVO,"Mantener actualizada la información Nacional de Las áreas sembrados con arroz, por Cantón y Región, para determinar el desabasto nacional y determinar necesidades de imnportación.",,,,Regiión * Cantón * Período,"Extensión de area sembrada de arroz en los períodos de 2005/2006 a 2009/2010, por Cantón y Región en hectáreas",CANTON * REGION,SI,PDF,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,26/07/2016,NO ESTABLECIDO,2011,,,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,PARA EXTRACCIÓN
ESTADISTICAS BANANERAS,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PUBLICO,CORPORACION BANANERA NACIONAL (CORBANA),REGISTRO ADMINISTRATIVO,"Presentar gráficamente la información estadística del sector bananero de costarica, fuente INEC",,,,Empleos directos * Empleo Indirectos * Otras fuentes * Año * Producción * País * Cajas * Hectáreas,ärea en producción bananera * Beneficios del sector bananero * Exportación bananera * Productividad promedio por hectárea * Destino de las exportaciones * La industria bananera como fuente de empleo,NACIONAL,SI,jpg,https://www.corbana.co.cr/categories/estadisticas-bananeras,26/08/2016,ANUAL,2015,,,https://www.corbana.co.cr/categories/search?utf8=%E2%9C%93&q=estadistica&commit=,
CENSO GANADERO 2000,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PUBLICO,CORPORACIÓN GANADERA (CORFOGA),CENSO,"Presentar resultados del censo ganadero realizado en el año 2000, para evaluar el uso de la tierra y producción del sector ganadero, carne y leche.",,,,Sexo * Región * Cabezas * Unidades deanimales * Grupos raciales * Número * Tamaño * Área en pastos,Uso de la tierra en ganadería por regiones * Uso de la tierra por sistema de producción * La estructura del hato * Las fincas ganaderas * El análisis regional * El análisis por sistema de producción,NACIONAL * REGIONES * CÁNTONES,SI,PDF,http://www.corfoga.org/images/public/documentos/pdf/otros_cuadros.pdf,26/08/2016,NO ESTABLECIDO,NO INDICA,,,http://www.corfoga.org/censo.php,PARA EXTRACCIÓN
ESTADÍSTICA INVESTIGACIÓN DE INCENDIOS 2011 A ENERO 2016,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SECTOR PÚBLICO,CUERPO DE BOMBEROS (al INS),REGISTRO ADMINISTRATIVO,"Presentar estadística de los incendios sucedidos desde el año 2011 a enero 2016, causas y consecuencias de los mismos.",,,,Categoría * Causa de incendio * Estructura * Edad damnificado * área origen incendio * Provincia * Fuente ignición * Personas fallecidas * Mes,Área afectada por fuego y salvada * Incendios por categorías * Causa de incendio * Incendios por uso y/o tipo de estructura * Personas damnificadas por incendio * Por área de origen * Incendios por provincia * Incendios por fuente de ignición * Personas fallecidas por mes,NACIONAL * PROVINCIA,SI,PDF,http://www.bomberos.go.cr/estadisticas/,26/08/2016,ANUAL,ene.-16,,,http://www.bomberos.go.cr/,PARA EXTRACCIÓN
CONTRATACIÓN ADMINISTRATIVA DEL AÑO 2015,COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,LA DEFENSORÍA DE LOS HABITANTES,REGISTRO ADMINISTRATIVO,"Presentar el registro de las licitaciones y contrataciones en Mer-Link, presentado por proveeduría y servicios",,,,N° procedimiento * Objetivo contractual * Año,Información de contratación administrativa-Dpto Proveeduría y servicios,NACIONAL,SI,EXCEL,http://www.dhr.go.cr/la_defensoria/proveeduria.html,27/08/2016,ANUAL,jul.-16,,,http://www.dhr.go.cr/la_defensoria/proveeduria.html,
BIENES INMUEBLES PROPIEDAD DE LA DEFENSORÍA DE LOS HABITANTES DE LA REPÚBLICA,COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,LA DEFENSORÍA DE LOS HABITANTES,REGISTRO ADMINISTRATIVO,"Presentar registro de las propiedades de inmuebles a nombre de la defensoría de los habitantes de costa rica, parte de defensoría transparente.",,,,"N° de finca, metros cuadrados * m2 construidos * Uso * Provincia * Canón * Distrito * Monto","Relación de bienes inmuebles propios, por provincia, cantón y distrito, Defensoría transparente.","PROVINCIA, CANTÓN",SI,PDF,http://www.dhr.go.cr/defensoria_transparente/bienes_inmuebles/bienes_inmuebles.pdf,27/08/2016,NO ESTABLECIDO,NO INDICA,,,http://www.dhr.go.cr/defensoria_transparente/dhr_transparente.html,PARA EXTRACCIÓN
ESTADISTICA INGRESO Y EGRESO COSTARRICENSES 2010 - 2016,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,DIRECCIÓN GENERAL DE MIGRACIÓN Y EXTRANJERÍA (DGME),REGISTRO ADMINISTRATIVO,"Controlar el ingreso y egreso de personas al territorio nacional, promover la integración de las personas extranjeras a la sociedad de CR, controlar permanencia y actividades de extranjeros",,,,Pais * Puesto migratorio * Aeropuerto * Playa coco * GolfitoAeropuerto * Paso canoas * Provincias * Playas,Ingreso y egreso de costarricenses y extranjeros,NACIONAL * PROVINCIA,SI,PDF,http://www.migracion.go.cr/institucion/estadisticas_documentos.html#HERMES_TABS_9_1,27/08/2016,ANUAL,2016,,,http://www.migracion.go.cr/institucion/estadisticas_documentos.html,PARA EXTRACCIÓN
INFORME DE DESARROLLO ARCHIVÍSTICO A NIVEL NACIONAL 2011 A 2015,COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,DIRECCIÓN GENERAL DEL ARCHIVO NACIONAL,REGISTRO ADMINISTRATIVO,Presentar el Informe sobre Desarrollo Archivístico Nacional 2015-2016,,,,Formación académica * Tipo de instrumento descriptivo * Antigüedad edificio * Antigüedad locales * Normativa,"Formación Académica de encargados de archivos centrales, para el período en estudio * Tipos de instrumentos descriptivos que hay en el archivo central * Antigüedad de las edificaciones de locales de archivos centrales, para el período en estudio * Porcentajes de cumplimiento de la normativa relacionada con nuevos soportes documentales",NACIONAL,NO,NA,DIRECCIÓN GENERAL DEL ARCHIVO NACIONAL,27/08/2016,ANUAL,2016,,,http://www.archivonacional.go.cr/index.php?option=com_content&view=category&id=54&Itemid=85,
INFORME EFECTOS DEL ESTADO NUTRICIONAL 2009 A 2014,COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,DIRECCIÓN NACIONAL DE CENTROS DE EDUCACIÓN Y NUTRICIÓN Y DE CENTROS INFANTILES DE ATENCIÓN INTEGRAL (CEN-CINAÍ),ENCUESTA POR MUESTREO,"Evaluar el estado nutricional de los clientes, mediante mediciones de toma del peso y talla, que junto con la edad permiten establecer el resultado de los indicadores en donde se ubica el individuo y compararlo con los parámetros establecidos internacionalmente, para así obtener su estado nutricional.",,,,Edad * Sexo * Peso * Talla * Tipo de servicio * Año * Dirección Regional,"Número de niños y niñas evaluados por tipo de servicio, según grupo de edad y sexo CEN CINAI 2014 * Número y porcentaje de niños y niñas atendidos, según efecto detectado (Mejora, Mantiene Normal, Mantiene Malnutrición o Desmejora), por indicadores indicador antropométrico (P/E, P/T, T/E, IMC). Dirección Nacional CEN CINAI 2014 * Número y porcentaje de niños y niñas con malnutrición (desnutrición riesgo, sobrepeso
 u obesidad) que presentaron efecto de mejora, mantiene malnutrición o Desmejora en su estado
 nutricional, por indicador antropométrico. Dirección Nacional CEN CINAI 2013 * Porcentaje de mejora en el estado nutricional por indicador antropométrico P/E,P/T, T/E,
 IMC, según sexo, grupo de edad y tipo de servicio. Dirección Nacional CEN CINAI 2013 * Número de clientes incluidos en los estudios de efectos en el estado nutricional
 por año de estudio y tipo de servicio",NACIONAL,NO,NA,DIRECCIÓN NACIONAL DE CENTROS DE EDUCACIÓN Y NUTRICIÓN Y DE CENTROS INFANTILES DE ATENCIÓN INTEGRAL (CEN-CINAÍ),27/08/2016,ANUAL,mar.-15,,,http://www.cen-cinai.go.cr/,
"EVALUACIÓN DE EFECTOS EN EL NIVEL DE DESARROLLO DE LAS NIÑAS Y LOS NIÑOS QUE RECIBEN SERVICIOS EN LA DIRECCIÓN NACIONAL DE CEN-CINAI, 2011-2014",COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,DIRECCIÓN NACIONAL DE CENTROS DE EDUCACIÓN Y NUTRICIÓN Y DE CENTROS INFANTILES DE ATENCIÓN INTEGRAL (CEN-CINAÍ),REGISTRO ADMINISTRATIVO,"Presentar información acerca de las características socioeconómicas, situación nutricional y nivel de desarrollo de la población atendida, para análisis para la toma de decisiones que permitan la atención de calidad de las y los usuarios.",,,,Edad * Nivel de desarrollo * Servicio * Sexo * Ärea de desarrollo * Región,"Número y porcentaje de niños y niñas incluidos en la Evaluación de Efectos en el Nivel de Desarrollo, por tipo de servicio 2011-2012. Dirección Nacional de CEN-CINAI * Población de estudio según sexo * Población del estudio según rango de edad y servicio * Número y porcentaje de niños y niñas según efecto por cada área del desarrollo * Dirección Nacional de CEN-CINAI * Número y porcentaje de niños y niñas con efecto Superior a su Edad según cada área del
 desarrollo Número de niños y niñas según efecto SE, AE y CZ en cada área del desarrollo, por Región",NACIONAL * REGION,NO,NA,DIRECCIÓN NACIONAL DE CENTROS DE EDUCACIÓN Y NUTRICIÓN Y DE CENTROS INFANTILES DE ATENCIÓN INTEGRAL (CEN-CINAÍ),28/08/2016,ANUAL,jul.-13,,,http://www.cen-cinai.go.cr/,
"DATOS BASICOS 2013 ANÁLISIS GENERAL Y CUADROS RESUMEN CARACTERÍSTICAS SOCIOECONÓMICAS, ESTADO NUTRICIONAL, NIVEL DEL DESARROLLO INFANTIL DE LA POBLACIÓN ATENDIDA, ATENCIÓN INTERDISCIPLINARIA SERIES DE DATOS 2002-2013 Y OTROS",COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,DIRECCIÓN NACIONAL DE CENTROS DE EDUCACIÓN Y NUTRICIÓN Y DE CENTROS INFANTILES DE ATENCIÓN INTEGRAL (CEN-CINAÍ),ENCUESTA POR MUESTREO,"Recolectar anualmente datos relativos a las características socioeconómicas, situación nutricional y condición del desarrollo de la población atendida, los datos son sistematizados y analizados, para generar estos informes que son de utilidad en la toma de decisiones sobre prioridades de atención a la niñez que requiere de los servicios prestados. Así como, en la elaboración de diagnósticos locales, regionales y de país, que contribuyen a identificar los problemas que afectan a los niños y niñas, clientes y mujeres beneficiarias, de los servicios que presta la Dirección.",,,,Peso * Edad * Talla *Género * Estado Nutricional * Tipo de servicio * Dirección Regional * Establecimiento * N° de miembros grupo familiar * Nivel educativo * Ocupación * Ingreso * Condición * Nacionalidad *Región * Características * Región * Establecimiento * Grupo de edad * Servicio * Área de desarrollo * Agudeza visual * Agudeza auditiva,"Cantidad de niños y niñas (clientes) y mujeres beneficiarias, atendidos por tipo de servicio, según Informe mensual de alimentación complementaria. Costa Rica, noviembre 2013 * Cantidad y tipo de establecimientos que completaron el instrumento Datos Básicos
 2013, por Dirección Regional, Dirección Nacional de CEN-CINAI * Tamaño de Grupo Familiar que reciben los servicios de la Dirección Nacional de CENCINAI,
 por tipo de servicio, Costa Rica, Datos Básicos, 2013 * Nivel Educativo de la Madre o encargada de los clientes que reciben servicios de la
 Dirección Nacional de CEN-CINAI, por tipo de servicio, Costa Rica, Datos Básicos, 2013 * Ocupación del Jefe del Grupo Familiar de los clientes que reciben servicios de la
 Dirección Nacional de CEN-CINAI, por tipo de servicio, Costa Rica, Datos Básicos, 2013 * Rango de Ingreso per cápita reportado por Grupo Familiar de los clientes que reciben servicios
 de la Dirección Nacional de CEN-CINAI, por tipo de servicio Costa Rica Datos Básicos 2013",NACIONAL * REGION,NO,NA,DIRECCIÓN NACIONAL DE CENTROS DE EDUCACIÓN Y NUTRICIÓN Y DE CENTROS INFANTILES DE ATENCIÓN INTEGRAL (CEN-CINAÍ),28/08/2016,ANUAL,abr.-14,,,http://www.cen-cinai.go.cr/,
REGISTROS DE GESTIÓN 2010- 2014,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,DIRECCIÓN NACIONAL DE DESARROLLO DE LA COMUNIDAD,REGISTRO ADMINISTRATIVO,"Informar la ejecución de fondos transferidos por Dinadeco a las
 organizaciones de desarrollo comunal, para verificar la observancia de la regulación
 jurídica y técnica, y la consecución de los objetivos asociados al desarrollo socioeconómico
 de las comunidades del país. El estudio abarcó el periodo comprendido entre el 1° de enero
 de 2008 y el 31 de diciembre de 2011.",,,,Tipo de organización * Categoría * N° de proyecto * Nivel de riesgo * Año * Partida -* Apropiación * Monto devengado * Monto ejecutado * Orden de Inicio * Número de contratación * Detalle * Trámite *,"Organizaciones comunales inscritas en Dinadeco marzo 2014 * Cantidad y monto de proyectos aprobados por categoría
 Mayo 2010 – Abril 2014 * Evolución del nivel de riesgo institucional * Proyectos financiados en coordinación con el Banco Nacional * Administracion de los recursos financieros * Análisis de la ejecución presupuestaria 2013 * Procesos de contratación en trámite",NACIONAL,NO,NA,DIRECCIÓN NACIONAL DE DESARROLLO DE LA COMUNIDAD,28/08/2016,ANUAL,2015,,,http://www.dinadeco.go.cr/index.php?module=pagesetter&tid=19,
LISTA MAESTRA DE DOCUMENTOS INTERNOS Y EXTERNOS,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,ENTE COSTARRICENSE DE ACREDITACIÓN,REGISTRO ADMINISTRATIVO,"Mantener información actualizada de los documentos necesarios para contribuír a mejorar la calidad y la productividad de empresas e instituciones en sus productos, bienes y servicios. Permitiendo así cumplir los objetivos legítimos del Estado.",,,,N° * código * Título * Fecha * Versión * Observaciones,"Lista maestra de documentos internos y externos por fecha de emisión, fecha entrada en vigencia y fecha revisión",NACIONAL,SI,PDF,http://www.eca.or.cr/,29/08/2016,PERMANENTE,ago.-16,,,http://www.eca.or.cr/,PARA EXTRACCIÓN
ESTADÍSTICAS DEL PAGO DE SERVICIOS AMBIENTALES (PSA),COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SECTOR PÚBLICO,FONDO NACIONAL DE FINANCIAMIENTO FORESTAL (FONAFIFO),REGISTRO ADMINISTRATIVO,"Relacionar usuarios del Programa de PSA, el cual consiste en un reconocimiento financiero por parte del Estado, a través del FONAFIFO, a los (las) propietarios(as) y poseedores(as) de bosques y plantaciones forestales por los servicios ambientales que éstos proveen y que inciden directamente en la protección y mejoramiento del medio ambiente.",,,,Año * Contrato * Ärea * Monto contratado * N° mujeres * Proyectos en posesión * Hectáreas * Modalidad * Financiador,Asignación de presupuesto para CAF y PSA; Cantidad de mujeres con contrato * Contratos en corredores biológicos * Contratos en fincas en posesión * Contratos en vacios de conservación * Contratos en áreas silvestres protegidas * Contratos financiados con recursos hídricos * Contrtos por tamaño de fincas y proyectos * Diagramación de modalidades.,NACIONAL,SI,PDF,http://www.fonafifo.go.cr/psa/estadisticas_psa.html,29/08/2016,ANUAL,may.-16,,,http://www.fonafifo.go.cr/psa/index.html,PARA EXTRACCIÓN
ESTADÍSTICAS DE AVANCES DE CITAS PPSA 2016,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SECTOR PÚBLICO,FONDO NACIONAL DE FINANCIAMIENTO FORESTAL (FONAFIFO),REGISTRO ADMINISTRATIVO,Informar el estado de avance de citas para el programa de pago por servicios ambientales (PPSA),,,,Modalidad Reservado * Distrito * Cantón,Avance de citas registradas FONAFIFO 2016,NACIONAL * DISTRITO,SI,HTML,http://sipsa.fonafifo.com/ppsa/Reportes/reportecita/reportecitas.html,29/08/2016,PERMANENTE,ago.-16,,,http://www.fonafifo.go.cr/,PARA EXTRACCIÓN
LISTA DE CALIFICACIONES DE SOLICITUDES DE INGRESO AL PROGRAMA DE SERVICIOS AMBIENTALES ( PSA) DEL 2015,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SECTOR PÚBLICO,FONDO NACIONAL DE FINANCIAMIENTO FORESTAL (FONAFIFO),REGISTRO ADMINISTRATIVO,Informar al usuario el estado y calificación de la solicitud de ingreso al programa de servicios ambientales (PSA),,,,Nombre cliente * Fecha recepción * Solicitud de ingreso * Modalidad * Calificación,"Calificación de solicitudes 2015 relacionando nombre del cliente, fecha de recepción, solicitud de ingreso, modalidad y calificación",NACIONAL * DISTRITO,SI,HTML,http://sipsa.fonafifo.com/webconsultaor/consultascalificacion.aspx,29/08/2016,PERMANENTE,ene.-15,,,http://www.fonafifo.go.cr/,PARA EXTRACCIÓN
INDICE DE COBERTURA ELÉCTRICA 2009 A 2015,COSTA RICA,7 ENERGÍA ASEQUIBLE Y NO CONTAMINANTE,,SECTOR PÚBLICO,INSTITUTO COSTARRICENSE DE ELECTRICIDAD (ICE),REGISTRO ADMINISTRATIVO,Informar la cobertura eléctrica a nivel de provincia y regional,,,,Año * Provincia * Área * Población * Vivienda * Acceso a electricidad * Empresa Distribuidora * Región socioeconómica,"Índice de cobertura eléctrica, según provincia * Índice de cobertura eléctrica según empresa distribuidora * Índice de cobertura por empresa distribuidora * Índice de cobertura eléctrica según región socioeconómica MIDEPLAN * Índice de cobertura eléctrica por año",NACIONAL * REGIÓN * PROVINCIA,NO,NA,INSTITUTO COSTARRICENSE DE ELECTRICIDAD (ICE),31/08/2016,ANUAL,oct.-15,,,https://www.grupoice.com/wps/portal/ICE/AcercadelGrupoICE/Gobierno%20corporativo/Informes/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zizQMtHA093A183M09nA0cfUPMHA3NXY0MA0z0w_Ep8PUy1Y8iRr8BDuBoQJx-PAqi8Bsfrh-FaoWFb7CxgaOhpY97iIWJobuhIQEFjkboCrCEASFXFOSGhkYYZHqmOyoqAgAH65mm/dz/d5/L2dBISEvZ0FBIS9nQSEh/,
